Sun Mar 12 15:56:29 CST 2017
Timestamp, DB min, DB max, DB current, DB used, Core Threads, Active Threads, Queue Tasks, Completed Tasks, Sessions, NIO Read, NIO Written, Queued NIO events, Queues NIO writes
1489305779419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305784420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305789420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305794419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305799419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305804420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305809419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305814420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305819420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305824420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305829420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305834420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305839421,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305844420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305849419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305854422,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305859419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305864419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305869419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305874419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305879419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305884429,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305889420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305894420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305899419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305904419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305909419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305914420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305919420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305924420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305929419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305934429,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305939419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305944419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305949420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305954420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305959419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305964419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305969419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305974419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305979419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305984420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305989419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305994420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489305999419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306004420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306009420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306014420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306019419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306024420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306029420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306034419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306039419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306044419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306049420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306054419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306059420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306064419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306069419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306074419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306079419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306084419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306089419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306094419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306099422,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306104419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306109419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306114420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306119420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306124426,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306129419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306134419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306139419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306144420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306149422,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306154419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306159420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306164420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306169419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306174420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306179419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306184420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306189419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306194419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306199419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306204420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306209420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306214419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306219420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306224420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306229419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306234420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306239419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306244419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306249419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306254420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306259419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306264420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306269420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306274420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306279419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306284420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306289419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306294420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306299419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306304419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306309420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306314420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306319420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306324420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306329419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306334420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306339419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306344419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306349420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306354419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306359419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306364419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306369419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306374420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306379420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306384419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306389419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306394419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306399419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306404420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306409420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306414419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306419420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306424420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306429420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306434419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306439419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306444419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306449420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306454419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306459419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306464420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306469419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306474419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306479419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306484420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306489419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306494420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306499420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306504420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306509419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306514419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306519419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306524419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306529419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306534419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306539427,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306544420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306549419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306554420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306559419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306564419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306569419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306574419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306579419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306584419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306589420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306594419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306599419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306604419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306609419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306614419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306619419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306624419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306629419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306634419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306639419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306644419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306649419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306654419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306659419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306664419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306669419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306674420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306679419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306684419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306689419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306694420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306699419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306704419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306709419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306714419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306719419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306724419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306729420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306734420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306739419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306744419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306749420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306754419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306759419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306764419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306769420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306774419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306779420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306784420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306789419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306794420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306799419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306804419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306809419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306814419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306819419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306824419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306829420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306834419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306839419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306844420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306849419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306854419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306859419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306864420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306869419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306874419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306879420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306884419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306889419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306894419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306899420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306904419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306909419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306914419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306919419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306924489,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306929838,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306934420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306939419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306944419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306949420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306954419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306959419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306964419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306969420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306974419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306979420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306984419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306989420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306994420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489306999419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307004419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307009419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307014419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307019419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307024420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307029419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307034812,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307039419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307044419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307049419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307054419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307059420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307064419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307069419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307074420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307079420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307084420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307089420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307094419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307099420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307104420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307109419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307114420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307119419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307124420,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307129419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307134419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307139419,5,25,5,0,5,0,-1,0,0,0,0,0,0
1489307144419,5,25,5,0,5,0,-1,0,0,0,0,0,0
